PomeroyRank,Team,Conf,TeamID,Season,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,OppO,OppD,NCSOSAdjEM
175,George Washington,A10,1203,2011,-0.73,101.3,102,63.6,0.073,-0.85,103.2,104,-5.42
171,George Washington,A10,1203,2012,-0.68,101.8,102.5,62.6,-0.038,5.43,105.7,100.3,2.69
111,George Washington,A10,1203,2013,5.34,100.4,95.1,66.5,-0.085,4.39,105.6,101.2,-0.62
132,George Washington,A10,1203,2017,2.32,107.7,105.3,65.8,0.067,1.38,104.4,103,-1.71
192,George Washington,A10,1203,2018,-2.66,103.6,106.2,65.8,0.036,0.31,105.3,105,0.16
53,George Washington 4,A10,1203,2016,13.86,114.8,101,66.2,0.031,3.43,106,102.6,-1.77
69,George Washington 5,A10,1203,2015,10.19,108.4,98.2,61.9,0.009,3.34,105.7,102.4,-1.96
47,George Washington 9,A10,1203,2014,13.82,110.8,97,65.3,0.056,5.56,107.3,101.7,-0.08
62,Georgetown,BE,1207,2016,11.71,111.4,99.7,67.9,-0.102,9.34,109.6,100.3,2.43
69,Georgetown,BE,1207,2017,10.72,108.4,97.7,68.6,-0.102,9.68,110.9,101.3,1.85
94,Georgetown,BE,1207,2018,7.44,109.7,102.3,70.5,-0.046,6.28,108.4,102.1,-17.81
16,Georgetown 2,BE,1207,2013,21.24,107.6,86.4,61.2,0.038,7.42,106.3,98.9,-6.15
11,Georgetown 3,BE,1207,2010,22.64,116.8,94.2,65.8,-0.035,11.55,109,97.4,3.35
15,Georgetown 3,BE,1207,2012,21.05,111.2,90.1,62.1,-0.014,8.32,107.3,99,-1.04
57,Georgetown 4,BE,1207,2014,12.39,113,100.6,63.3,-0.023,8.32,109.8,101.5,2.53
22,Georgetown 4,BE,1207,2015,19.13,114.3,95.1,64,0,10.23,110.5,100.3,3.24
31,Georgetown 6,BE,1207,2011,17.65,114.2,96.6,63.4,0.048,12.51,110.2,97.7,5.8
91,Georgia,SEC,1208,2010,8.68,109.8,101.1,64.1,-0.021,9.32,106.8,97.5,1.89
112,Georgia,SEC,1208,2012,5.97,104.7,98.7,61.5,0.033,7.99,106.9,99,0.99
113,Georgia,SEC,1208,2013,5.27,101.9,96.7,60.9,-0.002,4.82,104.5,99.7,-0.89
65,Georgia,SEC,1208,2018,11.64,107.5,95.9,64.4,0.01,10.09,111,100.9,0.51
300,Georgia Southern,SC,1204,2010,-13.77,98.1,111.9,70.5,0.08,0.01,103.3,103.3,3.89
328,Georgia Southern,SC,1204,2011,-19.33,89.7,109,66,-0.064,-3.06,103.4,106.5,-3.02
246,Georgia Southern,SC,1204,2012,-6.82,97.8,104.6,65.2,0.07,-3.73,101,104.7,4.47
282,Georgia Southern,SC,1204,2013,-11.19,95.8,107,60.9,0.012,-5.56,100,105.6,-0.3
291,Georgia Southern,SC,1204,2014,-12.09,98.3,110.4,64.8,-0.04,-9.45,100.6,110.1,-5.55
147,Georgia Southern,SB,1204,2015,1.89,100.5,98.6,63.4,0.022,-5.07,100.9,106,-8.48
210,Georgia Southern,SB,1204,2016,-4.31,105,109.3,68.7,-0.017,-2.6,103,105.6,-3.66
195,Georgia Southern,SB,1204,2017,-2.08,105.2,107.3,68.5,0.049,-1.26,104.6,105.9,1.82
152,Georgia Southern,SB,1204,2018,1.65,105.9,104.3,68.9,0.015,-2.52,102.9,105.4,-1.55
209,Georgia St.,CAA,1209,2010,-3.71,99.8,103.5,61.6,-0.057,-0.88,101.7,102.6,-6.38
217,Georgia St.,CAA,1209,2011,-4.58,94.9,99.5,63.7,-0.031,-1.79,103.3,105.1,-10.82
84,Georgia St.,CAA,1209,2012,8.57,102.1,93.5,63.9,-0.075,-3.85,101.1,104.9,-8.68
187,Georgia St.,CAA,1209,2013,-1.33,105.8,107.1,62.6,-0.051,-3.29,101.5,104.7,-0.15
180,Georgia St.,SB,1209,2016,-1.39,99.9,101.2,64.9,0.013,-1.29,103.3,104.6,1.91
131,Georgia St.,SB,1209,2017,2.4,103.9,101.5,68.6,0.014,-1.27,104.3,105.6,2.23
68,Georgia St. 14,SB,1209,2015,10.32,111.6,101.3,62.4,-0.003,-1.47,102.4,103.9,3.63
101,Georgia St. 15,SB,1209,2018,6.92,108.8,101.9,66.8,-0.015,-2.51,103.4,105.9,-3.22
66,Georgia St. 6,SB,1209,2014,11.28,115.6,104.3,64.3,-0.025,-2.18,103.5,105.7,-0.58
100,Georgia Tech,ACC,1210,2011,6.25,102.3,96,67.8,-0.092,5.5,105.9,100.4,-3.27
174,Georgia Tech,ACC,1210,2012,-0.86,98.5,99.3,62.2,-0.073,3.65,104.1,100.4,-0.81
104,Georgia Tech,ACC,1210,2013,6.37,99.9,93.5,65.2,-0.038,3.9,105.7,101.8,-10.65
114,Georgia Tech,ACC,1210,2014,5.17,104.8,99.6,64.2,-0.002,6.28,108.5,102.2,-5.68
86,Georgia Tech,ACC,1210,2015,7.67,103.7,96,63.7,-0.07,8.38,109,100.6,0.43
119,Georgia Tech,ACC,1210,2018,4.9,103.6,98.7,66.1,-0.022,8.11,108.8,100.6,-5.51
31,Georgia Tech 10,ACC,1210,2010,18.22,109.2,91,68.2,-0.034,10.94,107.4,96.4,-2.46
51,Georgia Tech 4,ACC,1210,2016,14.13,113.8,99.6,67.1,0.015,10.67,111.1,100.4,-0.84
77,Georgia Tech 6,ACC,1210,2017,9,100,91,68.2,0.069,8.41,110.2,101.7,-5.28
63,Georgia 10,SEC,1208,2011,12.24,108.2,95.9,63.5,-0.003,5.83,106.2,100.4,-0.69
35,Georgia 10,SEC,1208,2015,15.09,109.6,94.5,64.1,0.001,8.73,108.6,99.9,1.41
78,Georgia 2,SEC,1208,2014,9.4,109,99.6,62.8,0.033,5.06,107.2,102.2,-3.8
61,Georgia 2,SEC,1208,2017,12.39,108.7,96.3,67.1,0.015,10.96,109.9,99,4.54
71,Georgia 3,SEC,1208,2016,10.59,107.9,97.3,67.3,0.065,8.1,109.5,101.4,3.26
5,Gonzaga 1,WCC,1211,2013,27.81,120.5,92.7,63.3,0.026,4.37,105.4,101,5.03
1,Gonzaga 1,WCC,1211,2017,32.05,118.4,86.3,70.1,0.02,2.99,106.2,103.3,1.01
37,Gonzaga 11,WCC,1211,2011,16.45,112.1,95.6,66.1,-0.007,3.82,106.4,102.6,4.5
21,Gonzaga 11,WCC,1211,2016,20.82,116.3,95.5,67.3,-0.038,3.51,107.3,103.8,6.12
7,Gonzaga 2,WCC,1211,2015,27.78,121.7,93.9,64.7,0.018,4.37,107.3,102.9,3
10,Gonzaga 4,WCC,1211,2018,23.03,118.1,95.1,69.4,0.009,1.57,106.4,104.8,3.12
21,Gonzaga 7,WCC,1211,2012,18.39,113.1,94.7,64.8,-0.018,2.08,104.9,102.8,1.05
44,Gonzaga 8,WCC,1211,2010,16.14,112.3,96.1,67.5,0.079,3.42,105.5,102.1,4.43
24,Gonzaga 8,WCC,1211,2014,20.14,114,93.8,65,0.016,5.05,109,103.9,2.2
344,Grambling St.,SWAC,1212,2010,-24.99,89,114,67.4,-0.001,-13.35,92.9,106.3,3.84
329,Grambling St.,SWAC,1212,2011,-19.64,87.4,107,66.1,0.045,-11.81,94.5,106.4,3.12
345,Grambling St.,SWAC,1212,2012,-30.22,85.3,115.5,64.3,0.024,-9.08,96,105.1,5.28
347,Grambling St.,SWAC,1212,2013,-46.1,76,122.1,62.5,-0.014,-8.79,96.6,105.4,4.55
350,Grambling St.,SWAC,1212,2014,-26.6,95.5,122.1,66,-0.017,-9.05,98.7,107.8,6.51
351,Grambling St.,SWAC,1212,2015,-37.65,78.9,116.6,65.4,-0.077,-8.68,99.1,107.8,12.83
345,Grambling St.,SWAC,1212,2016,-21.29,88.4,109.7,65.8,-0.035,-7.5,99.3,106.8,6.54
327,Grambling St.,SWAC,1212,2017,-16.24,96.5,112.7,67.1,0.049,-12.33,97.5,109.9,-0.83
295,Grambling St.,SWAC,1212,2018,-11.71,94.3,106,72.2,0.102,-9.87,98.8,108.7,3.07
241,Grand Canyon,WAC,1213,2014,-6.04,105.3,111.3,65.4,0.046,-3.21,102.4,105.6,3.16
263,Grand Canyon,WAC,1213,2015,-8.29,106.5,114.8,64.5,0.021,-9.2,98.7,107.9,-7.39
130,Grand Canyon,WAC,1213,2016,3.49,105,101.5,68.8,0.1,-8.19,100,108.2,-6.32
152,Grand Canyon,WAC,1213,2017,0.97,101.6,100.6,68.9,0.078,-5.95,100.3,106.2,-7.8
121,Grand Canyon,WAC,1213,2018,4.53,102.1,97.5,69,-0.066,-6.92,100,106.9,-11.37
139,Green Bay,Horz,1453,2010,3,106.7,103.7,63.4,0.088,0.98,103.2,102.2,-1.09
158,Green Bay,Horz,1453,2011,0.69,104.5,103.8,64.8,0.009,3.56,105.3,101.7,4.25
175,Green Bay,Horz,1453,2012,-0.88,101.3,102.2,66.1,0.068,2.44,103,100.5,8.87
126,Green Bay,Horz,1453,2013,3.99,104.5,100.5,62.5,-0.05,0.01,103,103,0.61
190,Green Bay,Horz,1453,2017,-1.45,102,103.4,74,0.032,-2.88,103.9,106.8,-0.33
263,Green Bay,Horz,1453,2018,-8.67,99.9,108.6,72.2,-0.028,-4.11,102.6,106.7,0.25
127,Green Bay 14,Horz,1453,2016,3.74,108.3,104.6,76.2,0.057,0.11,104.4,104.3,1.92
71,Green Bay 4,Horz,1453,2014,10.77,108.7,98,65.5,0.037,0.11,104.7,104.6,3.19
71,Green Bay 5,Horz,1453,2015,10.11,104.7,94.6,64.9,0.031,0.01,105.4,105.4,1.78
228,Hampton,MEAC,1214,2010,-6.21,94.1,100.4,66.7,-0.11,-9.65,97.3,106.9,-3.02
286,Hampton,MEAC,1214,2012,-10.53,92.1,102.6,67.1,-0.051,-8.07,99.3,107.4,-4.16
273,Hampton,MEAC,1214,2013,-10.21,89.2,99.4,68.7,0.031,-9.11,95.9,105,-5.12
213,Hampton,MEAC,1214,2014,-4.38,96.4,100.8,69.7,0,-9.45,100.2,109.7,-2.94
310,Hampton,MEAC,1214,2017,-13.54,93.4,106.9,68.6,0.018,-10.05,99.1,109.1,1.7
208,Hampton 16,MEAC,1214,2011,-4.21,94.4,98.7,66.1,0.108,-10.7,97.4,108.1,-4.84
251,Hampton 16,MEAC,1214,2015,-7.4,96.6,104,69.2,0.031,-7.48,99.5,106.9,-0.55
248,Hampton 16,MEAC,1214,2016,-7.4,99.8,107.2,71.2,0.157,-9.75,98.9,108.7,1.91
250,Hampton 8,MEAC,1214,2018,-7.68,101,108.7,71.9,-0.017,-11.05,99.5,110.6,1.01
312,Hartford,AE,1216,2010,-15.81,95.6,111.4,62.8,-0.038,-6.31,99,105.3,-5.33
289,Hartford,AE,1216,2011,-11.68,92.8,104.5,63,-0.011,-5.69,100.1,105.8,-1.34
305,Hartford,AE,1216,2012,-14.72,91.3,106,64.2,-0.019,-6.2,99.1,105.3,-3.04
226,Hartford,AE,1216,2013,-5.24,94,99.2,62.5,0.08,-5.1,99.7,104.8,-3.66
234,Hartford,AE,1216,2014,-5.62,102.2,107.8,61.9,0.028,-6.73,100.3,107.1,-1.38
284,Hartford,AE,1216,2015,-9.65,97.4,107.1,63,0.076,-5.4,100.2,105.6,-1.91
324,Hartford,AE,1216,2016,-16.06,99.7,115.8,69.2,0.005,-6.21,100.7,106.9,-6.04
334,Hartford,AE,1216,2017,-18.41,92.5,110.9,68.5,0.073,-5.68,101.9,107.6,-6.59
215,Hartford,AE,1216,2018,-4.89,102.9,107.8,66.5,0.065,-6.02,101.2,107.2,-6.72
111,Harvard,Ivy,1217,2010,6.06,107.5,101.4,67,0.051,-4.12,99.5,103.6,0.21
171,Harvard,Ivy,1217,2016,-0.69,100.3,101,65.9,-0.047,-0.05,104.7,104.8,1.45
112,Harvard,Ivy,1217,2017,4.73,106.7,101.9,67,-0.07,-2.82,102.9,105.7,-0.82
41,Harvard 12,Ivy,1217,2012,14.34,108.8,94.4,60.7,0.027,-0.87,101.4,102.2,0.65
32,Harvard 12,Ivy,1217,2014,17.58,112.9,95.3,64.1,0.02,0.13,104.5,104.3,0.98
75,Harvard 13,Ivy,1217,2015,9.23,104.8,95.6,61.1,0.091,-0.18,104.3,104.5,0.36
93,Harvard 14,Ivy,1217,2013,7.07,108.1,101.1,63.3,0.037,0.6,102.8,102.2,5.07
71,Harvard 6,Ivy,1217,2011,10.61,112.4,101.8,63.4,0.051,-0.28,103.7,103.9,3.07
141,Harvard 7,Ivy,1217,2018,2.33,100.6,98.3,65.6,-0.008,-0.97,105.4,106.4,3.27
233,Hawaii,WAC,1218,2010,-6.78,101.3,108,64,-0.053,0.03,104.7,104.7,-7.14
163,Hawaii,WAC,1218,2011,0.4,100.6,100.2,66.9,0.043,-2.2,102.1,104.3,-9.27
213,Hawaii,WAC,1218,2012,-4.03,103.3,107.3,69.6,0.035,-1.75,102.4,104.2,-6.13
210,Hawaii,BW,1218,2013,-3.72,102.8,106.6,67.9,0.01,-4.44,100.7,105.1,-8.66
137,Hawaii,BW,1218,2014,3.03,111,108,66.9,-0.045,-3.89,104,107.9,-4.32
127,Hawaii,BW,1218,2015,3.73,105.1,101.4,68.9,-0.009,-1.97,103.3,105.2,-5.29
269,Hawaii,BW,1218,2017,-8.98,97,106,67.1,-0.012,-8.18,99.2,107.4,-5.89
200,Hawaii,BW,1218,2018,-3.38,99.1,102.5,67.9,0.034,-4,102.9,106.9,-3.64
60,Hawaii 13,BW,1218,2016,12.16,108.2,96.1,70.6,0.013,-2.32,102.5,104.9,-8.92
287,High Point,BSth,1219,2010,-12.43,97.1,109.6,67.4,0.05,-10,96.6,106.6,-3.63
308,High Point,BSth,1219,2011,-14.43,94.5,109,66.8,0.084,-4.06,100.8,104.9,-0.66
234,High Point,BSth,1219,2012,-6.17,105.5,111.6,63.7,-0.066,-4.84,101.1,105.9,-0.57
218,High Point,BSth,1219,2013,-4.37,100.2,104.5,64.5,-0.061,-8.39,99.3,107.7,-4.24
145,High Point,BSth,1219,2015,2.03,108.4,106.4,62.2,0.103,-3.5,103.7,107.2,4.07
270,High Point,BSth,1219,2017,-9.22,98.9,108.1,65.7,-0.004,-6.4,101.1,107.5,-0.27
241,High Point,BSth,1219,2018,-6.51,100.1,106.6,65.9,-0.082,-6.42,101.6,108,-1.82
248,High Point 8,BSth,1219,2014,-6.63,106,112.6,62.7,0.061,-4.96,103.9,108.9,4.54
149,High Point 8,BSth,1219,2016,1.54,110.8,109.2,66.1,-0.012,-4.65,102.5,107.2,3.08
131,Hofstra,CAA,1220,2010,3.77,101.1,97.4,69.2,-0.001,0,102.6,102.6,-0.84
135,Hofstra,CAA,1220,2011,2.89,108.9,106.1,65,0.125,1.05,104.6,103.5,0.78
219,Hofstra,CAA,1220,2012,-4.48,99,103.5,65.4,-0.121,-1.1,101.9,103,-3.91
303,Hofstra,CAA,1220,2013,-13.42,89.6,103,63.3,-0.024,-2.01,102.4,104.4,-0.69
266,Hofstra,CAA,1220,2014,-8.14,105.1,113.2,63.8,-0.036,-2.08,103.7,105.8,-2.11
111,Hofstra,CAA,1220,2015,5.43,112,106.6,68.7,-0.111,-5.12,102,107.2,-7.32
188,Hofstra,CAA,1220,2017,-1.35,111.1,112.4,67.7,-0.034,-1.44,104.1,105.6,-2.82
157,Hofstra,CAA,1220,2018,0.99,111.1,110.1,68.9,0.062,-1.8,105.4,107.2,1.99
92,Hofstra 5,CAA,1220,2016,8.43,111.6,103.2,69.5,0.024,1.68,105.9,104.3,-0.26
235,Holy Cross,Pat,1221,2010,-7.21,102.2,109.4,65,-0.143,-5.09,100.5,105.6,0.12
228,Holy Cross,Pat,1221,2011,-5.32,101.6,106.9,64.7,-0.15,-3.63,101.6,105.2,-0.37
224,Holy Cross,Pat,1221,2012,-5,99,104,65.3,0.055,-4.25,101,105.2,-1.3
236,Holy Cross,Pat,1221,2013,-6.48,99,105.5,61.5,0.002,-2.15,101.8,103.9,-2.17
158,Holy Cross,Pat,1221,2014,0.98,104.5,103.5,62.7,0.027,-2.6,103.1,105.7,0.54
242,Holy Cross,Pat,1221,2015,-6.49,101.2,107.7,63.6,0.03,-3.91,103.2,107.1,1.85
215,Holy Cross,Pat,1221,2017,-4.23,98.7,102.9,60.4,0.022,-3,102.1,105.1,0.22
290,Holy Cross,Pat,1221,2018,-11.36,97.5,108.9,62.9,0.026,-6.02,101.8,107.8,-3.43
285,Holy Cross 16,Pat,1221,2016,-11.39,97.1,108.5,63.6,0.065,-6.09,101.9,108,-6.27
222,Houston,CUSA,1222,2011,-5.04,101.4,106.4,65.5,0.006,-0.24,102.6,102.9,-7.66
190,Houston,CUSA,1222,2012,-2.31,105.6,107.9,66.1,-0.001,-1.35,101.6,103,-8.74
180,Houston,CUSA,1222,2013,-0.82,108,108.8,69,-0.007,-5.79,98.9,104.7,-14.91
132,Houston,Amer,1222,2014,3.35,111.1,107.7,65.4,0.057,4.37,105.9,101.5,-9.04
214,Houston,Amer,1222,2015,-3.85,101.4,105.2,64.2,-0.057,-2.75,101.8,104.6,-14.23
321,Houston Baptist,GWC,1223,2010,-19.24,93.8,113,72.2,0.05,-12.38,94.9,107.2,-5.03
337,Houston Baptist,GWC,1223,2011,-22.15,91.2,113.3,70.5,0.019,-9.97,97.9,107.8,-3.9
319,Houston Baptist,GWC,1223,2012,-17.48,93.2,110.7,70.2,0.015,-7.25,100.1,107.3,-2.02
326,Houston Baptist,GWC,1223,2013,-17.55,87.7,105.3,67.2,0.089,-9.08,96.5,105.6,-6.55
341,Houston Baptist,Slnd,1223,2014,-20.66,91.5,112.2,67.6,-0.038,-5.56,103.2,108.8,4.52
318,Houston Baptist,Slnd,1223,2015,-14.21,101.3,115.5,66.2,0.029,-4.69,102.4,107.1,3.61
277,Houston Baptist,Slnd,1223,2016,-10.39,101.6,112,70.3,0.074,-4.83,102.3,107.2,4.49
221,Houston Baptist,Slnd,1223,2017,-5.08,105.2,110.2,70.3,0.052,-3.5,102.7,106.2,13.67
333,Houston Baptist,Slnd,1223,2018,-17.64,98.9,116.5,73.5,-0.092,-3.59,102.5,106.1,9.29
88,Houston 13,CUSA,1222,2010,8.79,112,103.2,71.1,-0.083,3.76,105,101.2,0.68
52,Houston 2,Amer,1222,2017,13.61,113.5,99.9,65.4,-0.032,2.32,105,102.7,-3.28
61,Houston 5,Amer,1222,2016,11.81,116.7,104.9,66.3,-0.006,0.81,103.9,103.1,-11.35
18,Houston 6,Amer,1222,2018,20.24,114.6,94.4,68.4,-0.015,3.9,106.6,102.7,-3.08
337,Howard,MEAC,1224,2010,-22.04,88.4,110.4,64.3,0.011,-6.85,98.1,105,0.75
340,Howard,MEAC,1224,2011,-24.24,87.9,112.2,64.6,0.024,-9.19,97.7,106.9,-1.56
308,Howard,MEAC,1224,2012,-15.16,91,106.1,65.4,0.04,-3.99,100.5,104.5,9.4
329,Howard,MEAC,1224,2013,-18.42,84.1,102.5,61,-0.044,-5.67,98.3,104,5.88
332,Howard,MEAC,1224,2014,-18.88,87.7,106.6,65.9,-0.027,-4.05,102.8,106.8,5.44
259,Howard,MEAC,1224,2015,-7.91,93.9,101.9,62.7,0.016,-6.17,100.7,106.9,2.76
329,Howard,MEAC,1224,2016,-16.61,93.5,110.1,70.4,0.009,-9.83,100,109.9,-1.69
338,Howard,MEAC,1224,2017,-19.79,90.4,110.2,68.1,-0.022,-7.93,100.6,108.5,8.33
335,Howard,MEAC,1224,2018,-19.04,99.4,118.5,69.9,-0.039,-9.5,99.6,109.1,2.28
146,Idaho,WAC,1225,2010,2.67,105.6,102.9,64.9,-0.045,1.97,104.8,102.8,-1.18
143,Idaho,WAC,1225,2011,2.25,104.7,102.4,63.9,0.015,-0.72,101.8,102.5,-4.49
156,Idaho,WAC,1225,2012,1.29,106.6,105.3,62.5,0.012,-0.77,103.7,104.5,-1.9
199,Idaho,WAC,1225,2013,-2.97,109.9,112.8,62,0,0.49,101.9,101.4,2.26
254,Idaho,WAC,1225,2014,-7.12,105.4,112.5,65.6,0.078,-4.4,103.2,107.6,-2.36
231,Idaho,BSky,1225,2015,-5.29,107.7,112.9,67.5,-0.07,-4.51,104.3,108.8,1.05
214,Idaho,BSky,1225,2016,-4.87,98.6,103.5,65.8,0.076,-6.39,102.1,108.4,-0.97
216,Idaho,BSky,1225,2017,-4.23,101.8,106,66.5,0.031,-5.98,102.5,108.5,-1.34
126,Idaho,BSky,1225,2018,3.54,109.2,105.6,65.6,0.039,-3.98,103.1,107.1,-3.07
278,Idaho St.,BSky,1226,2010,-11.85,103.8,115.6,62.5,-0.009,2.33,104.8,102.5,10.32
302,Idaho St.,BSky,1226,2011,-13.06,98.4,111.4,63.9,-0.002,-1.47,104.1,105.5,3.93
304,Idaho St.,BSky,1226,2012,-13.93,97.1,111,64.9,0.027,-3.06,101.9,104.9,2.01
320,Idaho St.,BSky,1226,2013,-16.18,91.9,108.1,59.3,-0.117,-4.99,101.6,106.6,4.35
260,Idaho St.,BSky,1226,2014,-7.58,104,111.6,63,-0.091,-5.87,103.5,109.3,6.9
313,Idaho St.,BSky,1226,2015,-13.77,97.5,111.3,63.4,-0.092,-5.46,103.5,108.9,-2.5
270,Idaho St.,BSky,1226,2016,-9.86,99.1,109,70.1,0.052,-7.3,101.9,109.2,-3.02
332,Idaho St.,BSky,1226,2017,-17.91,97.9,115.8,68.9,-0.053,-2.67,104.3,107,4.84
226,Idaho St.,BSky,1226,2018,-5.7,103.2,108.9,68.1,-0.005,-3.69,103.8,107.5,-2.39
76,Illinois,B10,1228,2012,9.49,104.3,94.8,64.2,-0.005,8.41,109,100.6,-2.2
125,Illinois,B10,1228,2016,3.91,106.9,103,68.1,0.02,6.85,108.6,101.7,-0.33
102,Illinois,B10,1228,2018,6.67,109.6,103,69.9,-0.093,7.32,108.1,100.8,-3.19
245,Illinois Chicago,Horz,1227,2010,-7.94,96.6,104.5,67.3,-0.029,2.66,104.2,101.6,1.52
254,Illinois Chicago,Horz,1227,2011,-7.99,96.5,104.5,64.2,-0.041,2.95,105,102,-0.01
282,Illinois Chicago,Horz,1227,2012,-10.42,97.9,108.3,64.3,0.008,0.15,102.1,101.9,-1.68
183,Illinois Chicago,Horz,1227,2013,-1.11,98.8,99.9,63,0.041,-0.49,102.3,102.8,-0.22
275,Illinois Chicago,Horz,1227,2014,-9.07,100.4,109.5,64.5,-0.113,1.3,105,103.7,0.88
282,Illinois Chicago,Horz,1227,2015,-9.61,101.2,110.8,64.4,-0.009,0.1,104.8,104.7,0.49
335,Illinois Chicago,Horz,1227,2016,-17.83,89.9,107.7,71.6,0.004,-0.76,104.6,105.4,-2.29
238,Illinois Chicago,Horz,1227,2017,-6.4,101.1,107.5,72.1,0.014,-4.16,101.7,105.9,-5.26
182,Illinois Chicago,Horz,1227,2018,-0.84,100.9,101.8,72.5,-0.01,-4.11,102.7,106.8,-1.48
237,Illinois St.,MVC,1229,2011,-6.01,96.4,102.5,62.3,-0.008,-2.12,102.5,104.6,-10.49
63,Illinois St.,MVC,1229,2013,11.49,109.7,98.2,68.8,-0.094,4.14,105,100.8,-2.4
147,Illinois St.,MVC,1229,2014,1.98,101.9,99.9,66.7,0.029,1.34,105.5,104.1,2.3
120,Illinois St.,MVC,1229,2016,4.63,104,99.4,67.2,0.01,1.65,103.8,102.1,3.39
140,Illinois St.,MVC,1229,2018,2.39,105.7,103.3,68.9,0.116,4.95,106.1,101.2,6.6
49,Illinois St. 1,MVC,1229,2017,14,107.6,93.6,64.9,0.081,0.99,104.5,103.5,-0.69
62,Illinois St. 4,MVC,1229,2015,11.67,107.7,96.1,64.7,-0.05,3.2,106.1,102.9,1.9
89,Illinois St. 6,MVC,1229,2010,8.77,107.5,98.7,64.6,0.023,1.25,103.2,102,-8.5
93,Illinois St. 7,MVC,1229,2012,7.79,109.3,101.5,63.4,0.004,2.54,104.4,101.9,-7.47
57,Illinois 1,B10,1228,2010,14.38,109.2,94.8,66.6,-0.029,9.09,107.5,98.4,2.01
53,Illinois 2,B10,1228,2014,13.1,106.5,93.4,61.2,0.007,9.4,109.8,100.4,-3.73
66,Illinois 2,B10,1228,2017,11.31,107.2,95.8,66.7,0.028,8.41,109.6,101.2,-0.16
61,Illinois 3,B10,1228,2015,11.68,108.3,96.7,64.8,-0.026,6.59,107.8,101.2,-4.22
39,Illinois 7,B10,1228,2013,15.82,110.6,94.8,64.6,0.042,10.84,108.1,97.3,-0.8
18,Illinois 9,B10,1228,2011,20.14,113.3,93.1,64.8,-0.074,12.29,110.6,98.3,3.15
261,Incarnate Word,Slnd,1230,2014,-7.59,102.7,110.3,68.7,0.015,-11.99,99.5,111.5,-1.04
228,Incarnate Word,Slnd,1230,2015,-5.06,107.5,112.6,67.4,0.041,-6.57,101.1,107.7,5.19
243,Incarnate Word,Slnd,1230,2016,-7.06,102.1,109.1,67.2,0.123,-6.4,101.7,108.1,8.07
304,Incarnate Word,Slnd,1230,2017,-12.61,101.7,114.3,71.8,0.032,-5.24,101.2,106.5,4.08
342,Incarnate Word,Slnd,1230,2018,-21.6,93.5,115.1,69.7,-0.006,-5.52,101.2,106.7,8.16
194,Indiana,B10,1231,2010,-1.64,101.4,103,67.3,-0.046,8.25,106.8,98.6,-5.79
82,Indiana,B10,1231,2011,8.57,110.3,101.7,64.6,-0.141,9.1,109.1,100,-9.03
63,Indiana,B10,1231,2014,11.55,107.8,96.2,67.1,-0.069,7.01,108.8,101.8,-8.47
71,Indiana,B10,1231,2018,10.44,109.4,99,66.6,-0.025,7.83,109.7,101.8,-2.76
138,Indiana St.,MVC,1232,2010,3.02,104.5,101.5,64.2,0.068,3.93,104.6,100.7,-0.41
137,Indiana St.,MVC,1232,2012,3.09,102,98.9,64,0.06,3.16,104.8,101.6,-1.86
169,Indiana St.,MVC,1232,2015,-0.7,102.7,103.4,66.6,0.015,0.23,103.5,103.2,-4.16
168,Indiana St.,MVC,1232,2016,-0.37,99.4,99.8,70.2,0.013,1.87,104.4,102.5,1.44
199,Indiana St.,MVC,1232,2017,-2.78,99.6,102.3,69.7,-0.009,2.47,105.2,102.7,1.71
138,Indiana St.,MVC,1232,2018,2.63,104.7,102.1,69.9,-0.097,3.13,105.1,102,2.05
108,Indiana St. 14,MVC,1232,2011,5.45,102.8,97.4,65,0.051,3.4,105.8,102.4,2.76
92,Indiana St. 6,MVC,1232,2013,7.31,103,95.7,64,0.041,7.31,107.2,99.9,4.1
108,Indiana St. 6,MVC,1232,2014,5.61,106.8,101.2,65.3,0.082,1.65,106,104.4,0.23
3,Indiana 1,B10,1231,2013,29.31,120.8,91.5,66,-0.021,8.86,106.7,97.8,-5.16
48,Indiana 10,B10,1231,2015,13.83,119.8,106,66.6,-0.044,6.92,107.8,100.9,-5.96
44,Indiana 3,B10,1231,2017,14.49,116.1,101.6,68.4,-0.09,9.11,109.6,100.5,-5.48
9,Indiana 4,B10,1231,2012,22.55,120.2,97.6,66.7,0.007,8.41,107.4,99,-4.96
11,Indiana 5,B10,1231,2016,23.05,121.7,98.7,68.2,0,6.4,108.8,102.4,-3.12
110,Iona,MAAC,1233,2010,6.11,100.1,94,64.7,0.04,-0.81,101.8,102.6,0.37
66,Iona,MAAC,1233,2011,11.61,113.6,102,68.3,-0.086,-1.5,101.4,102.9,1.3
104,Iona 13,MAAC,1233,2016,7.13,110.5,103.4,71.9,-0.005,-1.78,103.7,105.5,5.71
54,Iona 14,MAAC,1233,2012,12.26,115.5,103.2,70,-0.011,-1.04,102.6,103.7,4.87
117,Iona 14,MAAC,1233,2017,4.2,110.8,106.6,70.6,0.013,-1.94,103.7,105.7,-0.05
89,Iona 15,MAAC,1233,2013,7.45,114.4,106.9,69.7,-0.07,0.94,102.4,101.4,4.09
137,Iona 15,MAAC,1233,2018,2.63,110,107.3,70.7,-0.008,-2.12,103.1,105.2,2.14
